DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
2421348.95,65.19,3.62,63.44,54.75,241.93,0,0,0,0,0,
2421338.93,217.4,15.06,216.96,237.34,241.93,0,0,0,0,0,
2421328.87,271.95,10.46,272.54,175.27,259.2,0,1102.76,0,1095.34,0,
2421318.83,277.7,9.86,277.82,159.81,241.93,0,562.23,291.02,555.04,291.02,
2421308.78,76.8,2.67,72.18,41.4,259.2,0,0,0,0,0,
2421298.76,19.99,1.28,17.55,17.84,241.93,0,0,0,0,0,
2421288.74,40.89,4.35,38.3,58.19,241.93,0,0,0,0,0,
2421278.71,50.84,11.02,45.97,169.08,259.2,0,0,0,0,0,
2421268.70,30.52,39.42,26.3,628.7,241.93,0,0,0,0,0,
2421258.68,38.72,1.37,36.99,20.39,259.2,0,0,0,0,0,
2421248.65,123.19,13.73,121.99,215.83,241.93,0,0,0,0,0,
2421238.60,316.16,14.04,322.13,232.42,241.93,0,42.11,0,39.86,0,
2421228.58,144.33,0.21,144.44,2.77,259.2,0,1607.3,280.99,1594.09,280.99,
2421218.54,296.11,12.11,292.24,191.16,241.93,0,15.59,7.17,15.21,7.17,
2421208.52,20.57,1.19,17.2,19.28,259.2,0,0,0,0,0,
2421198.49,42.03,4.33,39.15,61.3,241.93,0,0,0,0,0,
2421188.47,57.04,12.12,51.29,186.17,241.93,0,0,0,0,0,
2421178.45,29.95,38.66,27.37,617.63,259.2,0,0,0,0,0,
2421168.43,37.61,1.48,39.08,22.15,241.93,0,0,0,0,0,
2421158.41,131.42,13.78,130.46,216.8,259.2,0,0,0,0,0,
2421148.35,311.18,14.02,315.12,230.39,241.93,0,129,0,130.49,0,
2421138.33,143.05,0.11,140.8,1.7,241.93,0,1521.38,291.02,1505.84,291.02,
2421128.29,292.48,11.99,290.25,192.22,259.2,0,12.18,0,11.4,0,
2421118.27,19.26,1.07,16.29,14.78,241.93,0,0,0,0,0,
2421108.25,18.56,1.16,18.36,16.74,259.2,0,0,0,0,0,
2421098.23,60.03,4.64,58.17,63.26,241.93,0,0,0,0,0,
2421088.21,29.03,27.42,24.11,435.16,241.93,0,0,0,0,0,
2421078.19,43.23,22.56,39.33,359.01,259.2,0,0,0,0,0,
2421068.17,58.15,3.13,55.29,46.98,241.93,0,0,0,0,0,
2421058.15,183.7,14.2,183.22,223.78,259.2,0,0,0,0,0,
2421048.09,294.85,11.81,298.82,195.34,241.93,0,976.28,0,969.07,0,
2421038.06,194.18,4.08,191.08,62.17,241.93,0,694.53,291.02,686.41,291.02,
2421028.01,180.42,8.63,178.97,138.96,259.2,0,0,0,0,0,
2421018.00,10.67,0.87,8.63,12.86,241.93,0,0,0,0,0,
2421007.97,44.82,3.7,38.69,48.64,259.2,0,0,0,0,0,
2420997.95,57.21,7.93,50.42,119.31,241.93,0,0,0,0,0,
2420987.93,22.38,43.34,21.68,692,241.93,0,0,0,0,0,
2420977.91,39.92,1.05,38.77,15.52,259.2,0,0,0,0,0,
2420967.89,107.94,11.28,104.86,175.71,241.93,0,0,0,0,0,
2420957.85,314.46,15.98,319.31,261.7,259.2,0,0,0,0,0,
2420947.83,161.25,1.18,159.49,18.58,241.93,0,1469.38,160.56,1457.58,160.56,
2420937.78,317.96,12.42,312.7,199.1,241.93,0,186.26,130.46,188.4,130.46,
2420927.76,19.18,1.23,19.32,18.63,259.2,0,0,0,0,0,
2420917.74,33.4,3.33,33.24,45.01,241.95,0,0,0,0,0,
2420907.71,62.93,7.98,56.2,119.07,259.2,0,0,0,0,0,
2420897.69,20.32,43.72,19.59,698.44,241.93,0,0,0,0,0,
2420887.68,40.41,1.01,37.62,14.51,241.93,0,0,0,0,0,
2420877.65,106.37,11.36,102.63,178.19,259.2,0,0,0,0,0,
2420867.62,319.09,16.11,322.61,263.28,241.93,0,0,0,0,0,
2420857.60,155.87,1.01,154.55,16.08,259.2,0,1481.44,160.56,1465.98,160.56,
2420847.54,303.54,11.84,301.17,187.79,241.95,0,170.48,130.46,169.52,130.46,
2420837.52,19.92,1,17.14,14.4,241.93,0,0,0,0,0,
2420827.49,19.89,1.2,17.83,17.47,259.2,0,0,0,0,0,
2420817.47,60.43,4.74,55.58,63.38,241.93,0,0,0,0,0,
2420807.45,31.67,23.45,29.85,373.77,259.2,0,0,0,0,0,
2420797.43,43.48,26.57,44.71,424.43,241.95,0,0,0,0,0,
2420787.41,54.91,2.65,56.17,39.94,241.93,0,0,0,0,0,
2420777.39,165.67,13.89,165.42,219.18,259.2,0,0,0,0,0,
2420767.32,306.21,12.62,307.56,209.08,241.93,0,852.71,0,846.52,0,
2420757.29,173,3.21,167.93,48.66,259.2,0,806.53,291.02,798.57,291.02,
2420747.25,220.5,9.51,220.87,152.81,241.93,0,0,0,0,0,
2420737.23,13.56,1.09,14.3,17.05,241.93,0,0,0,0,0,
2420727.21,59.67,4.84,54.06,63.9,259.2,0,0,0,0,0,
2420717.19,37.4,24.47,32.14,386.02,241.93,0,0,0,0,0,
2420707.16,45.79,25.9,40.82,411.6,259.2,0,0,0,0,0,
2420697.15,50.59,2.68,48.3,40.99,241.93,0,0,0,0,0,
2420687.12,169.89,13.98,171.51,220.5,241.93,0,0,0,0,0,
2420677.05,302.41,12.48,307.76,206.29,259.2,0,869.56,0,864.02,0,
2420667.03,172.54,3.09,168.79,46.49,241.93,0,804.18,291.02,783.53,291.02,
2420656.98,211.45,9.28,207.72,146.75,259.2,0,0,0,0,0,
2420646.96,11.01,0.93,8.46,12.18,241.93,0,0,0,0,0,
2420636.94,40.49,2.77,37.49,37.38,241.93,0,0,0,0,0,
2420626.92,65.18,4.25,61.17,60.81,259.2,0,0,0,0,0,
2420616.90,6.1,37.95,7.47,606.86,241.93,0,0,0,0,0,
2420606.88,44.04,10.53,42.24,166.36,259.23,0,0,0,0,0,
2420596.86,105.95,8.25,102.42,127.56,241.95,0,0,0,0,0,
2420586.83,262.14,15.83,269.57,251.33,241.93,0,0,0,0,0,
2420576.80,208.9,5.02,204.23,86.97,259.22,0,1334.63,80.28,1322.96,80.28,
2420566.76,323.47,12.03,320.76,193.42,241.93,0,334.09,203.75,332.53,203.75,
2420556.74,10,0.76,9.26,10.41,259.2,0,0,0,0,0,
2420546.72,20,1.24,17.94,18.14,241.93,0,0,0,0,0,
2420536.69,60.72,4.77,52.22,60.85,241.93,0,0,0,0,0,
2420526.67,36.63,18.64,31.49,292.41,259.2,0,0,0,0,0,
2420516.65,30.55,31.44,26.26,501.31,241.93,0,0,0,0,0,
2420506.63,51.57,2.24,50.93,34,259.23,0,0,0,0,0,
2420496.61,149.76,13.7,152.24,215.65,241.95,0,0,0,0,0,
2420486.56,314.1,13.34,318.4,220.34,241.93,0,725.68,0,720,0,
2420476.54,129.39,1.15,126.77,17.42,259.22,0,946.18,291.02,934.98,291.02,
2420466.46,268.25,10.93,266.95,172.92,241.93,0,0,0,0,0,
2420456.45,19.55,1.2,17.08,18.42,259.2,0,0,0,0,0,
2420446.42,69.2,5.13,65.86,71.59,241.93,0,0,0,0,0,
2420436.40,40.96,19.94,37.89,313.55,241.93,0,0,0,0,0,
2420426.38,31.07,30.36,28.36,484.09,259.2,0,0,0,0,0,
2420416.36,55.42,2.3,54.46,34.51,241.93,0,0,0,0,0,
2420406.33,151.73,13.79,150.68,216.33,259.12,0,0,0,0,0,
2420396.28,313.86,13.31,316.28,218.64,243.36,0,747.82,0,750.34,0,
2420386.26,127.97,1.18,125.04,19.06,241.93,0,919.45,291.02,908.83,291.02,
2420376.17,262.52,10.22,262.87,163.08,259.2,0,0,0,0,0,
2420366.15,19.9,1.14,16.55,16.18,241.95,0,0,0,0,0,
2420356.13,37.48,2.7,33.2,36.04,253.82,0,0,0,0,0,
2420346.11,64.18,3.69,56.41,49.34,247.87,0,0,0,0,0,
2420336.09,15.15,33.64,11.73,536.66,241.93,0,0,0,0,0,
2420326.07,42.97,15.94,40.5,253.87,259.2,0,0,0,0,0,
2420316.05,69.76,3.99,69.55,60.02,241.93,0,0,0,0,0,
2420306.02,249.56,15.85,255.16,250.28,251.14,0,0,0,0,0,
2420295.98,242.19,9.34,241.24,156.77,251.27,0,1215.44,40.14,1206.3,40.14,
2420285.94,325.67,11.72,322.06,187.36,241.93,0,453.8,250.88,445.18,250.88,
2420275.91,19.52,0.78,16.62,11.69,259.2,0,0,0,0,0,
2420265.90,18.92,1.19,17.91,19.01,241.95,0,0,0,0,0,
2420255.87,55.75,4.77,50.96,63.62,247.07,0,0,0,0,0,
2420245.77,40.74,14.64,36.04,227.57,256.6,0,0,0,0,0,
2420235.75,31.43,35.59,28.3,567.29,241.95,0,0,0,0,0,
2420225.73,43.37,1.71,42.26,25.78,259.23,0,0,0,0,0,
2420215.71,137.93,13.76,136.15,216.23,241.93,0,0,0,0,0,
2420205.65,312.68,13.69,316.77,225.94,241.93,0,385.87,0,383.69,0,
2420195.62,145.26,1.06,143.33,15.66,259.2,0,1274.26,291.02,1263.57,291.02,
2420185.55,280.41,11.05,281.38,182.05,241.93,0,0,0,0,0,
2420175.53,19.23,1.15,18.1,18.42,259.2,0,0,0,0,0,
2420165.50,72.09,5.17,62.84,68.36,241.93,0,0,0,0,0,
2420155.48,50.04,15.62,42.59,243.89,241.93,0,0,0,0,0,
2420145.46,29.61,34.88,27.1,556.93,259.2,0,0,0,0,0,
2420135.44,46.12,1.84,46.82,27.85,241.93,0,0,0,0,0,
2420125.42,137.97,13.67,139.87,215.91,259.2,0,0,0,0,0,
2420115.37,314.58,13.61,318.41,224.54,241.93,0,452.7,0,451.82,0,
2420105.35,144.39,1.07,140.6,16.11,241.93,0,1211.36,291.02,1194.83,291.02,
2420095.28,276.37,10.98,271.21,172.85,259.2,0,0,0,0,0,
2420085.26,19.82,1.1,17.52,16.55,241.93,0,0,0,0,0,
2420075.24,34.13,1.71,32.86,22.07,259.2,0,0,0,0,0,
2420065.22,60.36,4.65,54.34,62.54,241.93,0,0,0,0,0,
2420055.20,16.87,30.52,15.4,486.58,241.93,0,0,0,0,0,
2420045.18,42.63,19.14,40.63,304.51,259.2,0,0,0,0,0,
2420035.16,66.82,3.55,64.17,53.41,241.93,0,0,0,0,0,
2420025.13,207.41,14.82,205.47,232.48,259.2,0,0,0,0,0,
2420015.07,282.21,10.71,287.25,180.52,241.93,0,1072.34,0,1063.65,0,
2420005.03,271.64,9.51,270.15,148.93,241.93,0,595.28,291.02,590.93,291.02,
2419994.02,24.44,1.06,24.47,17.44,259.2,0,0,0,0,0,
2419983.99,33.81,1.56,31.78,22.75,241.93,0,0,0,0,0,
2419973.96,48.57,4.48,43.96,62.05,259.2,0,0,0,0,0,
2419963.79,42.51,14.99,37.92,235.08,241.93,0,0,0,0,0,
2419953.76,34.2,35.47,34.34,566.45,241.93,0,0,0,0,0,
2419943.73,136.34,4.78,129.37,69.88,259.2,0,0,0,0,0,
2419933.68,245.52,17.41,239.69,269.43,241.93,0,0,0,0,0,
2419923.64,316.62,13.79,320.25,226.75,259.2,0,383.02,0,380.43,0,
2419913.62,146.23,1.04,141.63,15.66,241.93,0,1279.28,291.02,1264.85,291.02,
2419903.55,280.55,11.17,276.52,177.3,241.93,0,0,0,0,0,
2419893.53,20.8,1.33,15.49,17.28,259.21,0,0,0,0,0,
2419883.50,59.01,4.82,54.94,67.39,241.93,0,0,0,0,0,
2419873.48,44.14,15.55,39.68,244.48,259.2,0,0,0,0,0,
2419863.46,29.68,34.82,27.41,555.35,241.93,0,0,0,0,0,
2419853.44,45.54,1.85,44.29,27.99,241.93,0,0,0,0,0,
2419843.42,140.45,13.72,139.16,215.82,259.2,0,0,0,0,0,
2419833.37,314.51,13.64,318.34,225.19,241.93,0,457.21,0,457.52,0,
2419823.35,142.91,1.13,141.7,17.16,259.22,0,1206.58,291.02,1189.65,291.02,
2419813.28,269.4,10.87,269.93,176.25,241.93,0,0,0,0,0,
2419803.26,20,1.09,19.1,16.54,241.95,0,0,0,0,0,
2419793.24,33.93,1.65,30.93,21.19,259.2,0,0,0,0,0,
2419783.21,59.22,4.75,50.7,61.29,241.93,0,0,0,0,0,
2419773.19,20.78,30.51,18.25,487.01,259.2,0,0,0,0,0,
2419763.17,41.98,19.1,41.71,304.93,241.95,0,0,0,0,0,
2419753.16,65.46,3.59,65.69,53.95,241.93,0,0,0,0,0,
2419743.13,214.66,15.01,212.16,234.38,259.2,0,0,0,0,0,
2419733.08,282.54,10.56,286.43,179.05,241.95,0,1072.31,0,1063.68,0,
2419723.04,276.37,9.45,269.73,148.75,259.2,0,600.9,291.02,589.96,291.02,
2419712.46,67.79,2.06,62.13,31.69,255.9,0,0,0,0,0,
2419702.43,168.22,7.33,157.24,103.57,241.93,0,0,0,0,0,
2419692.37,288.45,6.94,279.34,102.44,259.2,0,0,0,0,0,
2419682.30,156.75,14.37,150.69,222.43,241.93,0,0,0,0,0,
2419672.28,30.76,37.8,27.33,602.73,241.93,0,0,0,0,0,
2419662.26,42.63,1.68,41.22,25.13,259.2,0,0,0,0,0,
2419652.23,136.41,13.71,136.59,215.88,241.95,0,0,0,0,0,
2419642.18,311.91,13.83,316.4,228.67,259.2,0,223.77,0,223.41,0,
2419632.16,139.34,0.13,139.45,2.05,241.93,0,1439.87,291.02,1422.66,291.02,
2419622.12,298.08,12.26,296.35,195.07,241.93,0,6.09,0,5.44,0,
2419612.10,21.24,1.34,16.96,18.16,259.23,0,0,0,0,0,
2419602.08,49.08,4.62,43.37,62.58,241.95,0,0,0,0,0,
2419592.06,55.11,13.75,48.79,213.66,259.2,0,0,0,0,0,
2419582.04,30.03,36.95,27.99,589.17,241.93,0,0,0,0,0,
2419572.02,39.97,1.62,41.99,24.12,241.93,0,0,0,0,0,
2419561.98,133.94,13.76,133.53,216.47,259.23,0,0,0,0,0,
2419551.92,313.29,13.82,316.17,226.51,241.93,0,257.59,0,255.23,0,
2419541.90,136.84,0.16,135.1,1.82,259.2,0,1413.58,291.02,1391.86,291.02,
2419531.85,284.32,11.8,282.55,187.54,241.93,0,0,0,0,0,
2419521.83,17.68,1.07,18.86,17.2,241.93,0,0,0,0,0,
2419511.81,33.21,1.59,31.31,21.79,259.2,0,0,0,0,0,
2419501.79,55.24,4.49,48.5,59.26,241.93,0,0,0,0,0,
2419491.77,25.62,28.83,20.13,457.2,259.2,0,0,0,0,0,
2419481.75,43.87,21.1,39.97,335.42,241.93,0,0,0,0,0,
2419471.73,59.5,3.26,57.75,49.09,241.95,0,0,0,0,0,
2419461.70,186.83,14.2,187.93,224.88,259.2,0,0,0,0,0,
2419451.65,293.95,11.5,298.87,191.22,241.93,0,1023.97,0,1020.06,0,
2419441.62,237.72,5.68,237.51,90.18,259.2,0,636.1,291.02,633.6,291.02,
2419431.56,132.48,6.96,129.35,112.7,241.93,0,0,0,0,0,
2419421.54,33.26,1.74,31.03,22.89,241.93,0,0,0,0,0,
2419411.52,58.2,4.52,49.21,61.73,259.2,0,0,0,0,0,
2419401.50,28.8,29.66,24.78,470.76,241.93,0,0,0,0,0,
2419391.48,43.99,20.54,40.63,327.22,259.2,0,0,0,0,0,
2419381.46,62.49,3.37,60.14,50.82,241.93,0,0,0,0,0,
2419371.44,189.38,14.3,189.07,225.33,241.93,0,0,0,0,0,
2419361.37,291.99,11.36,295.47,190.06,259.2,0,1032.26,0,1024.88,0,
2419351.33,246.08,6.61,242.22,103.51,241.95,0,630.72,291.02,625.43,291.02,
2419341.27,106.36,4.82,108.01,78.87,259.2,0,0,0,0,0,
2419331.25,19.61,1.22,19.89,19.39,241.93,0,0,0,0,0,
2419321.22,43.03,4.5,38.99,60.12,241.93,0,0,0,0,0,
2419311.20,60.23,9.34,52.38,142.23,259.2,0,0,0,0,0,
2419301.18,27.62,41.57,24.4,662.83,241.93,0,0,0,0,0,
2419291.16,37.24,1.17,34.91,17.25,259.2,0,0,0,0,0,
2419281.14,110.2,13.55,108.06,212.82,241.93,0,0,0,0,0,
2419270.88,326.1,14.44,334.08,238.44,241.93,0,0,0,0,0,
2419260.86,144.77,0.14,144.62,2.05,259.2,0,1625.14,227.23,1606.44,227.23,
2419250.81,300.23,12.04,297.23,190.74,241.93,0,40.87,55.91,39.8,55.91,
2419240.79,19.33,1.03,16.66,16.6,259.2,0,0,0,0,0,
2419230.77,20.92,1.13,20.27,18.26,241.93,0,0,0,0,0,
2419220.74,60.08,4.78,54.66,63.95,241.93,0,0,0,0,0,
2419210.72,30.08,25.47,27.37,403.74,259.2,0,0,0,0,0,
2419200.70,42.21,24.52,41.36,389.67,241.93,0,0,0,0,0,
2419190.69,53.09,2.86,51.15,43.14,259.2,0,0,0,0,0,
2419180.66,176.58,14.03,173.95,220.88,241.93,0,0,0,0,0,
2419170.60,300.98,12.16,304.76,202.51,241.93,0,916.48,0,917.07,0,
2419160.57,182.1,3.27,177.89,50.1,259.2,0,754.35,291.02,738.95,291.02,
2419150.51,200.64,8.75,200.42,138.83,241.93,0,0,0,0,0,
2419140.49,21.97,1.33,20.36,17.18,259.23,0,0,0,0,0,
2419130.47,62.49,4.88,56.36,65.37,241.93,0,0,0,0,0,
2419120.44,33.33,26.92,28.41,427.06,241.93,0,0,0,0,0,
2419110.42,43.83,23.32,38.86,370.45,259.2,0,0,0,0,0,
2419100.40,56.42,3.03,54.23,45.79,241.93,0,0,0,0,0,
2419090.38,179.1,14.07,179.88,221.72,259.2,0,0,0,0,0,
2419080.34,300.65,12.07,305.57,199.38,241.93,0,939.56,0,925.99,0,
2419070.31,188.1,4.1,186.26,64.25,241.93,0,725.39,291.02,714.93,291.02,
2419060.27,190.23,8.22,186.42,133.15,259.2,0,0,0,0,0,
2419050.25,10.84,0.85,9.41,13.97,241.93,0,0,0,0,0,
2419040.22,43.31,4.21,40.5,56.26,259.2,0,0,0,0,0,
2419030.20,66.52,5.33,58.7,76.28,241.93,0,0,0,0,0,
2419020.18,7,45.48,8.51,727.08,241.93,0,0,0,0,0,
2419010.16,47.58,0.93,45.57,13.45,259.2,0,0,0,0,0,
2419000.14,105.84,9.8,102.2,152.1,241.93,0,0,0,0,0,
2418990.11,320.03,17.53,321.28,284.95,259.2,0,0,0,0,0,
2418980.09,160.95,1.47,160.83,23.82,241.93,0,1414.22,120.42,1400.95,120.42,
2418970.04,315.56,12.02,310.11,187.27,241.93,0,248.41,169.88,243.2,169.88,
2418960.02,10.2,0.75,9.02,10.89,259.21,0,0,0,0,0,
2418949.99,22.11,1.26,21.83,19.88,241.93,0,0,0,0,0,
2418939.96,62.72,4.84,55.64,65.4,259.23,0,0,0,0,0,
2418929.94,33.76,22.06,29.67,348.71,241.93,0,0,0,0,0,
2418919.92,32.63,27.87,28.45,444.54,241.93,0,0,0,0,0,
2418909.90,56.92,2.49,55.77,37.7,259.2,0,0,0,0,0,
2418899.88,160.5,13.81,160.56,217.76,241.93,0,0,0,0,0,
2418889.78,311.76,12.87,313.38,211.42,259.2,0,813.48,0,810.18,0,
2418879.76,149.59,2.74,143.3,42.49,241.95,0,852.67,291.02,845.37,291.02,
2418869.68,256.52,10.12,256.54,161.74,241.93,0,0,0,0,0,
2418859.66,15.27,1.2,12.2,15.87,259.2,0,0,0,0,0,
2418849.64,63.85,4.98,58.24,65.88,241.93,0,0,0,0,0,
2418839.62,40.73,23.56,39.86,373.55,258,0,0,0,0,0,
2418829.60,43.19,26.9,41.79,427.59,243.67,0,0,0,0,0,
2418819.58,54.82,2.62,53.05,39.71,241.93,0,0,0,0,0,
2418809.56,168.66,13.93,168.06,220.1,259.2,0,0,0,0,0,
2418799.50,306.91,12.67,310.76,210.47,241.93,0,819.7,0,816.57,0,
2418789.47,160.89,2.93,156.16,43.12,254.21,0,847.76,291.02,842.82,291.02,
2418779.43,231.86,9.5,230.25,150.11,248.02,0,0,0,0,0,
2418769.41,9.26,0.84,9.68,13.69,241.93,0,0,0,0,0,
2418759.39,39.95,2.81,36.86,37.4,259.2,0,0,0,0,0,
2418749.37,66.76,3.67,58.57,49.72,241.93,0,0,0,0,0,
2418739.35,7.88,35.73,5.4,570.61,251.01,0,0,0,0,0,
2418729.33,43.01,13.68,42.83,217.83,250.66,0,0,0,0,0,
2418719.31,87.73,4.9,86.33,74.22,241.93,0,0,0,0,0,
2418709.28,268.88,15.38,276.67,244.24,259.2,0,0,0,0,0,
2418699.24,211.88,7.91,209.58,133.44,241.93,0,1273.11,60.21,1270.87,60.21,
2418689.20,327.74,11.95,324.38,193.21,247.22,0,398.89,230.81,383.97,230.81,
2418679.18,13.42,0.76,9.21,9.59,254.42,0,0,0,0,0,
2418669.16,19.59,1.26,18.25,17.36,241.93,0,0,0,0,0,
2418659.14,58.89,4.83,53.46,63.03,259.2,0,0,0,0,0,
2418649.12,37.87,16.58,33.42,260.48,241.93,0,0,0,0,0,
2418639.10,29.24,33.49,26.76,534.43,244.53,0,0,0,0,0,
2418629.08,48.12,1.99,48.01,30.2,257.08,0,0,0,0,0,
2418619.06,145.52,13.74,145.16,216.05,241.93,0,0,0,0,0,
2418609.00,316.05,13.41,319.06,222.13,259.2,0,574.06,0,572.62,0,
2418598.97,135.01,1.23,131.59,17.43,241.93,0,1091.02,291.02,1080.43,291.02,
2418588.90,268.08,10.98,270.22,175.49,241.95,0,0,0,0,0,
2418578.88,21.41,1.25,18.72,18.9,259.2,0,0,0,0,0,
2418568.85,63.78,4.95,54.8,66.25,241.93,0,0,0,0,0,
2418558.83,41.65,18.12,37.1,284.3,259.22,0,0,0,0,0,
2418548.81,29.77,32.23,27.85,514.48,241.93,0,0,0,0,0,
2418538.79,49.29,2.14,50.64,32.79,241.93,0,0,0,0,0,
2418528.76,148.25,13.69,150.09,215.69,259.2,0,0,0,0,0,
2418518.71,317.27,13.43,321.23,221.5,241.93,0,658.51,0,655.83,0,
2418508.69,130.42,1.14,125.05,17.09,259.2,0,1003.44,291.02,989.13,291.02,
2418498.61,268.07,10.84,267.92,172.98,241.93,0,0,0,0,0,
2418488.60,18.46,1.09,17.26,17.34,241.93,0,0,0,0,0,
2418478.57,34.15,2.54,34.23,36.37,259.23,0,0,0,0,0,
2418468.55,62.42,3.73,57.28,49.79,241.93,0,0,0,0,0,
2418458.53,14.92,32.42,12.63,516.32,259.2,0,0,0,0,0,
2418448.50,48,17.25,47.03,274.44,241.95,0,0,0,0,0,
2418438.48,68.49,3.84,66.56,57.49,241.93,0,0,0,0,0,
2418428.46,233.18,15.43,236.21,244.45,259.2,0,0,0,0,0,
2418418.40,256.62,9.81,257.89,165.75,241.93,0,1160.73,20.07,1151.03,20.07,
2418408.37,300.92,10.9,298.06,174.6,259.2,0,508.88,270.95,506.2,270.95,
2418398.34,47.25,1.64,42.39,23.25,241.93,0,0,0,0,0,
2418388.32,20.84,1.31,16.65,16.98,241.93,0,0,0,0,0,
2418378.30,46.79,4.49,41.77,60.69,259.2,0,0,0,0,0,
2418368.28,49.59,12.56,44.17,196.16,241.93,0,0,0,0,0,
2418358.26,29.82,37.75,28.14,602.2,259.2,0,0,0,0,0,
2418348.24,38.46,1.53,40.08,23.15,241.93,0,0,0,0,0,
2418338.21,132.9,13.76,132.44,216.17,241.95,0,0,0,0,0,
2418328.18,313.6,13.93,315.13,228.55,259.2,0,218,0,218.31,0,
2418318.16,142.63,0.17,141.14,2.44,241.93,0,1439.2,291.02,1425.71,291.02,
2418308.11,295.66,12.16,291.44,196.47,259.2,0,5.84,0,5.69,0,
2418298.09,18.72,1.2,18.38,19.62,241.93,0,0,0,0,0,
2418288.07,42.13,4.4,40.55,60.12,241.93,0,0,0,0,0,
2418278.05,55.81,13.57,49.4,207.94,259.2,0,0,0,0,0,
2418268.03,29.14,37.25,27.16,594.14,241.93,0,0,0,0,0,
2418257.99,43.19,1.65,41.05,24.66,259.23,0,0,0,0,0,
2418247.96,134.85,13.75,134.41,216.66,241.93,0,0,0,0,0,
2418237.91,314.17,13.94,319.88,229.56,241.93,0,256.87,0,254.62,0,
2418227.89,134.17,0.09,134.96,1.1,259.2,0,1414.56,291.02,1391.59,291.02,
2418217.81,280.22,11.6,279.84,183.86,241.93,0,0,0,0,0,
2418207.79,20.37,1.08,16.14,15.11,259.23,0,0,0,0,0,
2418197.77,30.04,1.43,27.86,21.9,241.93,0,0,0,0,0,
2418187.75,53.32,4.32,48.73,60.38,241.93,0,0,0,0,0,
2418177.73,23.73,28.76,21.72,457.17,259.2,0,0,0,0,0,
2418167.71,41.58,21.11,41.07,336.55,241.93,0,0,0,0,0,
2418157.69,61,3.37,60.37,50.38,259.2,0,0,0,0,0,
2418147.67,191.49,14.45,189.9,225.98,241.93,0,0,0,0,0,
2418137.60,297.16,11.38,300.14,191.04,241.93,0,1030.17,0,1026.97,0,
2418127.56,239.18,5.59,233.8,85.46,259.2,0,640.21,291.02,629.5,291.02,
2418117.49,122.97,6.66,124.98,108.96,241.93,0,0,0,0,0,
2418107.47,18.88,1.21,17.76,16.81,259.2,0,0,0,0,0,
2418097.45,37.06,4.25,34.45,58.01,241.93,0,0,0,0,0,
2418087.43,54.54,7.8,48.3,118.26,241.93,0,0,0,0,0,
2418077.41,26.51,42.62,23.24,679.76,259.21,0,0,0,0,0,
2418067.40,36.26,1.04,34.08,15.34,241.93,0,0,0,0,0,
2418057.37,107.44,12.31,105.08,192.92,259.2,0,0,0,0,0,
2418047.34,319.95,14.68,326.6,241.94,241.93,0,0,0,0,0,
2418037.32,156.6,0.8,156.7,12.49,241.93,0,1557,200.7,1538.84,200.7,
2418027.28,308.15,12.11,303.1,191.14,259.2,0,117.05,90.32,113.95,90.32,
2418017.26,19.25,1.23,17.15,19.08,241.93,0,0,0,0,0,
2418007.23,37.87,4.26,36.64,60.87,259.2,0,0,0,0,0,
2417997.21,58.82,9.6,52.24,146.9,241.93,0,0,0,0,0,
2417987.19,29.15,41.16,28.81,657.23,241.93,0,0,0,0,0,
2417977.17,35.57,1.15,34.76,16.96,259.2,0,0,0,0,0,
2417967.15,111.73,13.63,107.21,213.59,241.93,0,0,0,0,0,
2417956.89,329.4,14.39,332.86,234.95,259.2,0,0,0,0,0,
2417946.87,149.92,0.29,146.6,3.71,241.93,0,1626.47,227.23,1605.1,227.23,
2417936.82,305.36,12.06,299.62,194.88,241.93,0,39.32,55.19,38.68,55.19,
2417926.80,21.28,1.07,16.42,14.92,259.2,0,0,0,0,0,
2417916.78,14.11,1.1,11.48,14.69,241.93,0,0,0,0,0,
2417906.76,61.86,4.74,55.4,62.29,259.2,0,0,0,0,0,
2417896.74,31.45,25.61,26.54,405.99,241.93,0,0,0,0,0,
2417886.72,42.79,24.39,40.74,387.66,241.95,0,0,0,0,0,
2417876.70,53.46,2.89,52.16,43.97,259.2,0,0,0,0,0,
2417866.68,175.19,14.01,177.89,221.97,241.95,0,0,0,0,0,
2417856.62,299.87,12.17,302.79,200.53,259.2,0,921.73,0,911.82,0,
2417846.59,185.62,3.37,178.44,49.61,241.93,0,751.99,291.02,737.32,291.02,
2417836.55,201.69,8.78,200.53,140.33,241.93,0,0,0,0,0,
2417826.53,16.52,1.11,14.66,17.06,259.2,0,0,0,0,0,
2417816.51,63.41,4.85,57.78,65.42,241.93,0,0,0,0,0,
2417806.49,33.78,26.49,30.21,420.02,259.2,0,0,0,0,0,
2417796.47,41.05,23.75,40.32,378.01,241.95,0,0,0,0,0,
2417786.45,55.11,2.97,54.66,44.99,241.93,0,0,0,0,0,
2417776.42,177.47,14.11,176.5,221.64,259.2,0,0,0,0,0,
2417766.36,299.11,12.04,303.68,199.95,241.93,0,930.97,0,928.89,0,
